,userId,movieId,rating,timestamp
0,1,2,3.5,1112486027
1,1,29,3.5,1112484676
2,1,32,3.5,1112484819
3,1,47,3.5,1112484727
4,1,50,3.5,1112484580
5,1,112,3.5,1094785740
6,1,151,4.0,1094785734
7,1,223,4.0,1112485573
8,1,253,4.0,1112484940
9,1,260,4.0,1112484826
10,1,293,4.0,1112484703
11,1,296,4.0,1112484767
12,1,318,4.0,1112484798
13,1,337,3.5,1094785709
14,1,367,3.5,1112485980
15,1,541,4.0,1112484603
16,1,589,3.5,1112485557
17,1,593,3.5,1112484661
18,1,653,3.0,1094785691
19,1,919,3.5,1094785621
20,1,924,3.5,1094785598
21,1,1009,3.5,1112486013
22,1,1036,4.0,1112485480
23,1,1079,4.0,1094785665
24,1,1080,3.5,1112485375
25,1,1089,3.5,1112484669
26,1,1090,4.0,1112485453
27,1,1097,4.0,1112485701
28,1,1136,3.5,1112484609
29,1,1193,3.5,1112484690
30,1,1196,4.5,1112484742
31,1,1198,4.5,1112484624
32,1,1200,4.0,1112484560
33,1,1201,3.0,1112484642
34,1,1208,3.5,1112484815
35,1,1214,4.0,1094785977
36,1,1215,4.0,1094786082
37,1,1217,3.5,1112484810
38,1,1219,4.0,1094785994
39,1,1222,3.5,1112484637
40,1,1240,4.0,1112485401
41,1,1243,3.0,1112485567
42,1,1246,3.5,1094785759
43,1,1249,4.0,1112485382
44,1,1258,4.0,1094785994
45,1,1259,4.0,1112485440
46,1,1261,3.5,1094786113
47,1,1262,3.5,1112484735
48,1,1266,4.0,1112485371
49,1,1278,4.0,1094785986
50,1,1291,3.5,1112485525
51,1,1304,3.0,1094785720
52,1,1321,4.0,1094786062
53,1,1333,4.0,1112484990
54,1,1348,3.5,1094786056
55,1,1350,3.5,1094786158
56,1,1358,4.0,1112485419
57,1,1370,3.0,1094785764
58,1,1374,4.0,1094785746
59,1,1387,4.0,1112484913
60,1,1525,3.0,1112486150
61,1,1584,3.5,1094785656
62,1,1750,3.5,1112486201
63,1,1848,3.5,1112486032
64,1,1920,3.5,1112486098
65,1,1967,4.0,1112485739
66,1,1994,3.5,1094786087
67,1,1997,3.5,1094786034
68,1,2021,4.0,1112485929
69,1,2100,4.0,1112485955
70,1,2118,4.0,1094786092
71,1,2138,4.0,1112485789
72,1,2140,4.0,1112485705
73,1,2143,4.0,1112485951
74,1,2173,4.0,1112485887
75,1,2174,4.0,1112485843
76,1,2193,4.0,1112485753
77,1,2194,3.5,1112485486
78,1,2253,3.5,1112486122
79,1,2288,4.0,1094786077
80,1,2291,4.0,1094785777
81,1,2542,4.0,1112485447
82,1,2628,4.0,1112485988
83,1,2644,3.5,1112484994
84,1,2648,3.5,1094786017
85,1,2664,3.5,1094786148
86,1,2683,3.5,1094785650
87,1,2692,3.5,1112484749
88,1,2716,3.5,1094786012
89,1,2761,3.0,1112484759
90,1,2762,4.0,1112485367
91,1,2804,3.5,1112485414
92,1,2872,4.0,1112485697
93,1,2918,3.5,1112485465
94,1,2944,4.0,1112485433
95,1,2947,3.5,1112485580
96,1,2959,4.0,1094785698
97,1,2968,4.0,1112485825
98,1,3000,3.5,1112484569
99,1,3030,3.0,1112484548
100,1,3037,3.5,1112485563
101,1,3081,4.0,1094786143
102,1,3153,4.0,1112485816
103,1,3265,3.5,1112484525
104,1,3438,3.5,1112486094
105,1,3476,3.5,1094786139
106,1,3479,4.0,1112485734
107,1,3489,4.0,1112486024
108,1,3499,4.0,1112484918
109,1,3889,4.0,1112486138
110,1,3932,3.0,1094786172
111,1,3996,4.0,1094785727
112,1,3997,3.5,1112486192
113,1,4011,4.0,1112485406
114,1,4027,4.0,1112485460
115,1,4105,3.5,1094786104
116,1,4128,4.0,1112484933
117,1,4133,3.0,1112486169
118,1,4226,3.5,1112484493
119,1,4306,4.0,1094785784
120,1,4446,3.5,1112485970
121,1,4467,4.0,1112485822
122,1,4571,4.0,1112485880
123,1,4720,3.5,1094786008
